Timestamp,Presiune1_Valva1,Presiune2_Valva1,Presiune1_Valva2,Presiune2_Valva2,Presiune1_Valva3,Presiune2_Valva3,Presiune1_Valva4,Presiune2_Valva4,pre_input,ex_0,Label
1778160450172,2394,65532,1471,1027,7,49,12,4,2463,10000,0
1778160450252,2395,65531,1474,1027,7,49,12,4,2463,10000,0
1778160450292,2393,65531,1471,1027,6,47,10,4,2463,10000,0
1778160450372,2394,65532,1471,1025,6,45,10,1,2463,10000,0
1778160450432,537,134,1471,1025,7,45,12,45,2463,10000,0
1778160450492,33,2495,1474,1025,7,47,12,12,2463,10000,0
1778160450552,19,2038,1474,1025,7,48,12,8,2463,10000,0
1778160450612,9,2048,1471,1028,6,49,12,7,2463,10000,0
1778160450654,10,2165,1472,1027,5,48,8,7,2463,10000,0
1778160450712,7,2124,1474,1025,7,47,11,7,2463,10000,0
