Timestamp,Presiune1_Valva1,Presiune2_Valva1,Presiune1_Valva2,Presiune2_Valva2,Presiune1_Valva3,Presiune2_Valva3,Presiune1_Valva4,Presiune2_Valva4,pre_input,ex_0,Label
1778160771787,65533,1556,1461,1027,7,48,8,3,1650,10000,3
1778160771846,65534,1556,1459,1028,5,48,12,3,1650,10000,3
1778160771927,65533,1559,1458,1028,5,48,8,3,1650,10000,3
1778160771946,65533,1560,1459,1027,6,51,10,0,1650,10000,3
1778160772027,65534,1561,1459,1028,7,49,7,1,1650,10000,3
1778160772107,65534,1564,1458,1028,5,48,12,1,1650,10000,3
1778160772146,65533,1564,1459,1027,7,49,11,1,1650,10000,3
1778160772186,65534,1561,1461,1027,5,49,11,3,1650,10000,3
1778160772246,65533,1561,1459,1028,7,48,14,4,1650,10000,3
1778160772286,65534,1563,1461,1028,5,49,12,5,1650,10000,3
1778160772366,1264,29,1461,1028,7,49,10,19,1650,10000,3
1778160772406,1590,11,1459,1027,7,45,7,8,1650,10000,3
1778160772466,1530,1,1461,1028,4,49,8,5,1650,10000,3
1778160772546,1435,65533,1459,1029,9,49,8,3,1650,10000,3
1778160772566,1454,65535,1461,1027,6,48,12,4,1650,10000,3
1778160772647,1414,65532,1459,1027,7,48,10,3,1650,10000,3
1778160772707,1417,65533,1459,1027,4,48,10,4,1650,10000,3
1778160772787,1425,65533,1461,1028,6,48,7,3,1650,10000,3
1778160772807,1416,65532,1461,1029,6,48,11,3,1650,10000,3
1778160772866,1407,65531,1461,1027,7,48,10,3,1650,10000,3
1778160772947,1377,65532,1459,1028,7,48,12,3,1650,10000,3
1778160773006,1375,65531,1459,1028,6,51,11,3,1650,10000,3
1778160773067,1383,65532,1459,1028,6,49,12,1,1650,10000,3
1778160773126,1368,65532,1459,1027,6,49,7,1,1650,10000,3
1778160773166,1420,65531,1459,1029,6,47,12,3,1650,10000,3
1778160773226,1471,65529,1459,1028,6,48,12,3,1650,10000,3
1778160773307,1543,65529,1458,1028,7,49,12,3,1650,10000,3
1778160773347,1557,65531,1458,1027,6,49,8,3,1650,10000,3
1778160773386,1564,65531,1459,1028,7,47,8,1,1650,10000,3
1778160773446,1568,65532,1459,1028,5,45,11,4,1650,10000,3
1778160773526,1570,65531,1458,1025,6,49,11,1,1650,10000,3
1778160773546,1573,65532,1459,1029,5,51,10,3,1650,10000,3
1778160773626,1573,65531,1459,1028,7,48,10,1,1650,10000,3
1778160773687,1575,65532,1461,1028,6,47,10,1,1650,10000,3
1778160773746,1576,65532,1458,1028,6,48,8,3,1650,10000,3
1778160773786,1578,65532,1458,1028,9,48,9,3,1650,10000,3
1778160773866,1579,65529,1459,1028,6,48,8,1,1650,10000,3
1778160773927,1582,65531,1458,1027,9,49,8,1,1650,10000,3
1778160774006,1582,65529,1459,1027,6,48,8,1,1650,10000,3
1778160774046,1582,65531,1459,1028,5,49,12,3,1650,10000,3
1778160774106,1584,65532,1458,1028,6,51,14,3,1650,10000,3
1778160774186,1582,65529,1459,1028,5,48,12,4,1650,10000,3
1778160774246,1584,65531,1459,1028,7,48,8,4,1650,10000,3
1778160774306,1584,65531,1456,1028,4,49,12,4,1650,10000,3
1778160774346,1584,65531,1459,1028,6,48,10,4,1650,10000,3
1778160774406,1584,1471,1458,1029,6,49,8,1,1650,10000,3
1778160774487,1640,1579,1461,1029,5,48,12,3,1650,10000,3
1778160774546,1841,1730,1459,1027,7,48,12,4,1650,10000,3
1778160774606,2047,1819,1462,1028,7,49,10,1,1650,10000,3
1778160774666,105,1902,1459,1027,6,47,14,49,1650,10000,3
1778160774707,29,1893,1458,1028,6,49,8,12,1650,10000,3
1778160774786,9,1596,1459,1027,5,51,10,4,1650,10000,3
1778160774866,2,1305,1459,1028,7,47,10,4,1650,10000,3
1778160774926,1,1411,1459,1028,5,49,11,3,1650,10000,3
1778160774986,0,1484,1461,1028,5,48,12,3,1650,10000,3
1778160775006,2,1476,1458,1028,6,51,12,3,1650,10000,3
1778160775106,1,1347,1459,1028,7,47,10,3,1650,10000,3
1778160775166,0,1445,1459,1027,9,48,10,3,1650,10000,3
1778160775206,0,1381,1458,1028,9,49,7,3,1650,10000,3
1778160775286,65534,1384,1459,1027,6,47,10,1,1650,10000,3
1778160775326,0,1433,1459,1028,6,48,12,3,1650,10000,3
1778160775406,65534,1465,1459,1028,5,45,8,1,1650,10000,3
1778160775446,65534,1407,1459,1029,5,49,12,5,1650,10000,3
1778160775526,65533,1468,1458,1029,6,48,11,1,1650,10000,3
1778160775546,65534,1496,1459,1029,7,47,10,1,1650,10000,3
1778160775606,65534,1539,1459,1029,6,49,8,1,1650,10000,3
1778160775686,65532,1548,1459,1028,7,48,8,1,1650,10000,3
1778160775746,65534,1559,1459,1027,5,48,10,3,1650,10000,3
1778160775806,65534,1557,1459,1028,7,48,10,1,1650,10000,3
1778160775846,65533,1560,1459,1028,6,48,11,4,1650,10000,3
1778160775926,65534,1560,1458,1028,6,49,10,1,1650,10000,3
1778160775966,0,1564,1459,1029,9,49,10,4,1650,10000,3
1778160776026,65533,1563,1458,1028,5,47,14,3,1650,10000,3
1778160776086,65533,1563,1459,1029,6,49,14,1,1650,10000,3
1778160776167,65533,1560,1461,1028,7,51,10,3,1650,10000,3
1778160776187,65533,1559,1459,1028,6,48,12,4,1650,10000,3
1778160776246,65533,1560,1459,1028,6,45,8,1,1650,10000,3
1778160776326,65534,1559,1459,1028,7,47,12,3,1650,10000,3
1778160776386,68,291,1458,1028,6,48,11,24,1650,10000,3
1778160776466,1572,6,1458,1028,5,47,12,8,1650,10000,3
1778160776486,1550,4,1458,1029,5,49,8,7,1650,10000,3
1778160776546,1442,65533,1459,1028,6,48,10,4,1650,10000,3
1778160776626,1445,65532,1459,1028,7,47,11,65533,1650,10000,3
1778160776686,1419,65532,1459,1028,5,47,11,1,1650,10000,3
1778160776746,1408,65531,1459,1027,9,49,11,3,1650,10000,3
1778160776806,1416,65532,1459,1028,6,45,8,1,1650,10000,3
1778160776826,1417,65532,1458,1028,6,49,11,1,1650,10000,3
1778160776906,1406,65532,1458,1028,5,49,11,4,1650,10000,3
1778160776966,1371,65533,1459,1028,7,49,8,3,1650,10000,3
1778160777027,1376,65533,1459,1027,6,49,12,4,1650,10000,3
1778160777066,1378,65532,1461,1027,6,48,8,1,1650,10000,3
1778160777146,1370,65532,1458,1028,5,49,10,4,1650,10000,3
1778160777186,1393,65531,1458,1028,7,48,10,5,1650,10000,3
1778160777246,1446,65532,1459,1028,9,47,12,3,1650,10000,3
1778160777326,1537,65529,1459,1027,7,49,12,0,1650,10000,3
1778160777346,1545,65529,1459,1028,6,49,11,3,1650,10000,3
1778160777426,1563,65531,1459,1028,5,51,12,1,1650,10000,3
1778160777486,1566,65529,1459,1028,7,47,8,3,1650,10000,3
1778160777546,1570,65531,1458,1028,6,48,8,3,1650,10000,3
1778160777607,1572,65531,1459,1027,6,49,12,4,1650,10000,3
1778160777686,1576,65532,1459,1027,5,48,8,3,1650,10000,3
1778160777706,1578,65529,1459,1029,5,48,12,3,1650,10000,3
1778160777786,1577,65531,1459,1028,7,48,11,1,1650,10000,3
1778160777826,1579,65532,1459,1028,6,48,10,0,1650,10000,3
1778160777906,1581,65531,1459,1029,7,49,10,1,1650,10000,3
1778160777926,1582,65531,1458,1028,7,48,12,4,1650,10000,3
1778160778006,1582,65531,1459,1028,7,48,14,1,1650,10000,3
1778160778046,1582,65529,1459,1028,7,45,10,3,1650,10000,3
1778160778126,1582,65529,1459,1028,4,47,11,3,1650,10000,3
1778160778146,1584,65528,1459,1028,6,49,8,1,1650,10000,3
1778160778206,1584,65531,1458,1027,4,49,11,3,1650,10000,3
1778160778286,1582,65532,1458,1028,7,48,11,3,1650,10000,3
1778160778346,1582,65532,1459,1028,6,47,11,3,1650,10000,3
1778160778406,1582,65529,1458,1028,6,47,12,3,1650,10000,3
1778160778446,1582,1484,1459,1029,5,49,10,3,1650,10000,3
1778160778506,1605,1465,1461,1027,6,47,12,3,1650,10000,3
1778160778586,1833,1738,1458,1028,5,47,12,1,1650,10000,3
1778160778646,2039,1815,1459,1029,6,48,8,3,1650,10000,3
1778160778686,2089,1895,1459,1028,9,48,12,3,1650,10000,3
1778160778766,21,1878,1458,1027,6,49,11,11,1650,10000,3
1778160778826,12,1598,1461,1028,7,48,12,8,1650,10000,3
1778160778886,3,1351,1459,1028,7,51,10,5,1650,10000,3
1778160778926,1,1299,1458,1028,4,48,12,3,1650,10000,3
1778160778986,0,1380,1459,1028,7,48,11,3,1650,10000,3
1778160779026,65534,1470,1459,1027,5,47,10,3,1650,10000,3
1778160779106,65534,1451,1458,1028,6,51,8,1,1650,10000,3
1778160779146,65534,1350,1459,1027,9,49,8,3,1650,10000,3
1778160779226,0,1348,1459,1028,5,48,10,3,1650,10000,3
1778160779286,0,1439,1459,1027,6,49,11,3,1650,10000,3
1778160779346,65534,1458,1459,1028,7,47,10,3,1650,10000,3
1778160779406,65534,1386,1459,1029,9,47,8,1,1650,10000,3
1778160779466,65534,1422,1459,1027,6,47,8,3,1650,10000,3
1778160779545,65534,1450,1458,1029,6,48,11,3,1650,10000,3
1778160779606,65534,1516,1459,1027,5,49,14,3,1650,10000,3
1778160779646,0,1537,1458,1027,6,47,12,3,1650,10000,3
1778160779705,65533,1547,1458,1028,6,49,12,4,1650,10000,3
1778160779786,65534,1556,1459,1027,6,49,8,3,1650,10000,3
1778160779846,65534,1557,1459,1028,6,51,10,4,1650,10000,3
1778160779865,65533,1555,1459,1028,5,48,11,3,1650,10000,3
1778160779946,65533,1559,1459,1029,7,51,12,3,1650,10000,3
1778160780006,65534,1559,1459,1028,6,49,8,3,1650,10000,3
1778160780066,65534,1563,1459,1028,6,48,12,3,1650,10000,3
1778160780126,65534,1563,1459,1028,9,48,10,1,1650,10000,3
1778160780186,65534,1565,1459,1027,7,48,10,1,1650,10000,3
1778160780246,65534,1565,1458,1027,7,47,10,4,1650,10000,3
1778160780306,65534,1565,1458,1027,9,51,8,3,1650,10000,3
1778160780386,65533,1564,1459,1027,9,48,10,4,1650,10000,3
1778160780446,1220,29,1459,1027,5,47,10,19,1650,10000,3
1778160780506,1580,8,1459,1028,6,47,12,8,1650,10000,3
1778160780546,1539,1,1459,1028,5,51,10,7,1650,10000,3
1778160780625,1437,65533,1459,1028,6,47,10,4,1650,10000,3
1778160780686,1421,65532,1459,1029,9,49,10,3,1650,10000,3
1778160780766,1430,65532,1458,1028,7,47,12,4,1650,10000,3
1778160780806,1376,65532,1459,1028,9,48,10,4,1650,10000,3
1778160780846,1413,65533,1458,1027,7,48,12,4,1650,10000,3
1778160780926,1412,65532,1459,1029,9,49,12,3,1650,10000,3
1778160780946,1404,65532,1458,1028,6,45,10,4,1650,10000,3
1778160781026,1377,65531,1459,1028,6,49,8,1,1650,10000,3
1778160781066,1375,65532,1459,1028,6,47,8,3,1650,10000,3
1778160781146,1393,65532,1459,1028,6,49,10,1,1650,10000,3
1778160781166,1381,65531,1458,1028,5,49,8,1,1650,10000,3
1778160781246,1422,65531,1459,1029,7,51,10,3,1650,10000,3
1778160781286,1451,65531,1458,1028,6,48,10,1,1650,10000,3
1778160781366,1537,65531,1458,1028,6,49,11,3,1650,10000,3
1778160781386,1544,65529,1459,1027,9,48,8,1,1650,10000,3
1778160781446,1559,65528,1458,1028,6,48,10,1,1650,10000,3
1778160781506,1562,65529,1459,1028,6,49,12,4,1650,10000,3
1778160781586,1567,65531,1458,1028,6,47,10,1,1650,10000,3
1778160781646,1568,65529,1459,1028,6,49,11,3,1650,10000,3
1778160781705,1572,65532,1458,1028,6,49,8,1,1650,10000,3
1778160781766,1575,65531,1458,1027,6,51,11,1,1650,10000,3
1778160781806,1576,65531,1459,1028,7,48,11,3,1650,10000,3
1778160781866,1579,65533,1459,1028,7,47,8,1,1650,10000,3
1778160781926,1581,65531,1458,1028,6,48,10,0,1650,10000,3
1778160782006,1582,65529,1459,1029,7,49,10,3,1650,10000,3
1778160782066,1582,65531,1456,1028,7,48,10,1,1650,10000,3
1778160782105,1585,65532,1459,1027,6,51,12,3,1650,10000,3
1778160782166,1582,65529,1459,1028,6,48,12,1,1650,10000,3
1778160782225,1584,65531,1459,1028,6,51,8,3,1650,10000,3
1778160782306,1580,65531,1456,1028,9,47,12,1,1650,10000,3
1778160782346,1584,65531,1461,1027,9,48,10,4,1650,10000,3
1778160782406,1582,65531,1459,1029,5,51,10,1,1650,10000,3
1778160782466,1582,1124,1461,1027,6,48,8,1,1650,10000,3
1778160782525,1590,1448,1458,1029,6,49,12,3,1650,10000,3
1778160782605,1762,1730,1458,1028,7,47,8,1,1650,10000,3
1778160782646,1944,1765,1459,1028,6,51,12,1,1650,10000,3
1778160782685,2044,1798,1459,1028,6,49,8,1,1650,10000,3
1778160782765,41,1891,1459,1029,4,48,12,16,1650,10000,3
1778160782825,18,1803,1458,1028,7,51,8,8,1650,10000,3
1778160782865,9,1598,1459,1029,7,47,8,5,1650,10000,3
1778160782965,2,1331,1458,1028,6,49,8,4,1650,10000,3
1778160782986,1,1392,1458,1028,5,49,10,3,1650,10000,3
1778160783065,1,1490,1458,1028,6,49,12,1,1650,10000,3
1778160783105,0,1340,1459,1028,7,47,12,3,1650,10000,3
1778160783186,0,1326,1459,1028,7,49,8,3,1650,10000,3
1778160783205,0,1359,1458,1027,5,47,12,3,1650,10000,3
1778160783285,65534,1406,1461,1028,7,51,12,3,1650,10000,3
1778160783325,0,1410,1458,1028,7,45,8,1,1650,10000,3
1778160783405,65533,1421,1459,1028,6,47,8,4,1650,10000,3
1778160783425,65534,1379,1459,1028,5,49,11,1,1650,10000,3
1778160783505,65534,1415,1458,1028,7,47,11,3,1650,10000,3
1778160783545,65534,1418,1459,1028,6,48,8,1,1650,10000,3
1778160783606,65534,1472,1458,1028,7,49,7,1,1650,10000,3
1778160783687,0,1537,1459,1028,7,47,12,4,1650,10000,3
1778160783745,65534,1549,1458,1028,7,48,8,1,1650,10000,3
1778160783805,65533,1555,1459,1029,7,47,10,3,1650,10000,3
1778160783845,65533,1553,1459,1027,6,49,11,1,1650,10000,3
1778160783925,65533,1556,1459,1028,9,47,10,0,1650,10000,3
1778160783985,65533,1556,1461,1027,6,47,8,3,1650,10000,3
1778160784045,65534,1556,1458,1028,5,47,10,1,1650,10000,3
1778160784085,65534,1560,1459,1028,7,47,11,3,1650,10000,3
1778160784165,65533,1560,1459,1029,7,48,11,1,1650,10000,3
1778160784205,65533,1563,1459,1028,6,48,8,4,1650,10000,3
1778160784285,65534,1563,1459,1027,5,49,11,4,1650,10000,3
1778160784305,65533,1561,1461,1025,7,48,11,4,1650,10000,3
1778160784386,65533,1563,1459,1028,6,48,12,4,1650,10000,3
1778160784445,65533,1563,1458,1028,6,48,12,3,1650,10000,3
1778160784505,1243,30,1459,1027,7,47,10,18,1650,10000,3
1778160784565,1578,7,1459,1028,6,47,8,7,1650,10000,3
1778160784625,1487,0,1456,1028,7,47,10,4,1650,10000,3
1778160784705,1454,65533,1459,1028,7,47,8,3,1650,10000,3
1778160784725,1441,65531,1459,1027,7,49,14,4,1650,10000,3
1778160784806,1449,65531,1458,1028,7,48,10,0,1650,10000,3
1778160784845,1402,65532,1459,1028,7,49,8,1,1650,10000,3
1778160784905,1425,65531,1458,1028,9,48,10,1,1650,10000,3
1778160784985,1412,65531,1459,1028,7,49,12,0,1650,10000,3
1778160785025,1402,65531,1459,1027,7,47,8,3,1650,10000,3
1778160785045,1387,65533,1458,1029,7,49,12,3,1650,10000,3
1778160785125,1376,65532,1459,1029,5,48,10,4,1650,10000,3
1778160785165,1383,65533,1459,1028,7,48,10,1,1650,10000,3
1778160785226,1372,65532,1459,1029,6,45,8,3,1650,10000,3
1778160785305,1419,65529,1458,1028,7,49,10,3,1650,10000,3
1778160785365,1485,65531,1458,1028,7,49,8,1,1650,10000,3
1778160785425,1541,65531,1458,1027,6,51,10,3,1650,10000,3
1778160785465,1552,65531,1458,1028,5,47,12,3,1650,10000,3
1778160785546,1562,65529,1459,1027,6,49,12,4,1650,10000,3
1778160785585,1567,65531,1458,1029,6,47,12,3,1650,10000,3
1778160785645,1569,65531,1458,1028,6,47,12,1,1650,10000,3
1778160785705,1572,65529,1459,1029,5,48,12,5,1650,10000,3
1778160785765,1574,65529,1456,1028,6,47,8,3,1650,10000,3
1778160785845,1575,65529,1459,1028,9,47,8,3,1650,10000,3
1778160785865,1576,65529,1459,1028,6,45,12,1,1650,10000,3
1778160785945,1579,65529,1458,1027,5,51,14,1,1650,10000,3
1778160786005,1580,65529,1459,1028,7,49,10,3,1650,10000,3
1778160786065,1582,65529,1459,1028,6,48,7,1,1650,10000,3
1778160786125,1582,65531,1461,1028,4,48,12,5,1650,10000,3
1778160786205,1581,65529,1456,1029,5,49,11,3,1650,10000,3
1778160786225,1584,65531,1458,1028,7,47,8,1,1650,10000,3
1778160786305,1582,65531,1458,1027,5,49,10,1,1650,10000,3
1778160786345,1582,65531,1459,1028,6,48,8,1,1650,10000,3
1778160786405,1581,65531,1461,1028,6,47,12,4,1650,10000,3
1778160786485,1582,65531,1458,1028,5,48,12,3,1650,10000,3
1778160786505,1584,65532,1459,1028,5,48,10,0,1650,10000,3
1778160786585,1582,1476,1459,1028,7,45,12,3,1650,10000,3
1778160786645,1634,1511,1458,1028,5,51,11,4,1650,10000,3
1778160786685,1762,1710,1459,1028,6,49,10,3,1650,10000,3
1778160786745,2013,1802,1458,1028,6,49,11,3,1650,10000,3
1778160786825,100,1869,1458,1029,6,47,12,49,1650,10000,3
1778160786885,25,1854,1458,1028,7,47,12,11,1650,10000,3
1778160786945,9,1595,1459,1028,7,48,10,7,1650,10000,3
1778160786985,6,1410,1459,1029,6,47,12,5,1650,10000,3
1778160787065,0,1394,1458,1027,6,49,8,1,1650,10000,3
1778160787105,1,1364,1458,1028,6,51,10,3,1650,10000,3
1778160787185,0,1343,1458,1027,7,49,12,3,1650,10000,3
1778160787205,0,1336,1459,1027,7,48,12,3,1650,10000,3
1778160787285,65534,1356,1456,1028,6,49,8,1,1650,10000,3
1778160787345,65534,1342,1459,1029,6,48,11,4,1650,10000,3
1778160787405,65534,1406,1458,1028,7,47,10,1,1650,10000,3
1778160787425,65534,1355,1461,1027,6,47,12,3,1650,10000,3
1778160787505,65534,1376,1458,1028,7,45,12,3,1650,10000,3
1778160787565,65534,1433,1458,1027,6,49,10,3,1650,10000,3
1778160787625,0,1430,1458,1028,4,48,12,1,1650,10000,3
1778160787685,65534,1476,1458,1028,6,49,11,3,1650,10000,3
1778160787745,65533,1531,1459,1028,6,47,12,3,1650,10000,3
1778160787825,65533,1545,1458,1028,6,48,10,1,1650,10000,3
1778160787865,65534,1552,1456,1028,6,51,12,3,1650,10000,3
1778160787925,65534,1556,1459,1027,6,49,8,1,1650,10000,3
1778160788005,65533,1556,1459,1027,6,48,12,3,1650,10000,3
1778160788065,65534,1557,1459,1027,6,48,8,1,1650,10000,3
1778160788125,65534,1557,1459,1028,7,48,10,3,1650,10000,3
1778160788185,65534,1561,1459,1028,6,48,12,3,1650,10000,3
1778160788245,65534,1565,1458,1028,9,49,12,3,1650,10000,3
1778160788325,65533,1563,1458,1027,7,49,11,4,1650,10000,3
1778160788365,0,1564,1459,1028,7,48,8,1,1650,10000,3
1778160788405,65533,1561,1458,1028,5,49,8,3,1650,10000,3
1778160788465,65533,1561,1458,1028,7,47,8,1,1650,10000,3
1778160788525,65534,1563,1456,1025,7,49,12,3,1650,10000,3
1778160788565,76,283,1456,1028,9,47,12,30,1650,10000,3
1778160788645,1582,8,1458,1028,6,48,10,7,1650,10000,3
1778160788705,1482,1,1459,1028,5,48,11,5,1650,10000,3
1778160788765,1433,65532,1458,1027,6,48,14,3,1650,10000,3
1778160788825,1410,65531,1458,1028,6,51,8,1,1650,10000,3
1778160788865,1446,65532,1459,1028,7,49,10,1,1650,10000,3
1778160788945,1379,65533,1459,1027,7,47,8,1,1650,10000,3
1778160789025,1411,65532,1459,1028,7,49,12,4,1650,10000,3
1778160789045,1406,65532,1458,1028,7,48,12,3,1650,10000,3
1778160789105,1389,65532,1458,1028,7,47,8,3,1650,10000,3
1778160789165,1373,65531,1458,1028,7,47,8,1,1650,10000,3
1778160789225,1379,65532,1458,1028,5,51,11,3,1650,10000,3
1778160789285,1389,65532,1459,1028,9,47,10,1,1650,10000,3
1778160789365,1393,65529,1458,1028,5,49,12,4,1650,10000,3
1778160789425,1462,65531,1459,1028,6,49,12,1,1650,10000,3
1778160789485,1527,65531,1459,1028,7,51,8,1,1650,10000,3
1778160789545,1552,65529,1459,1029,4,48,8,1,1650,10000,3
1778160789605,1559,65529,1458,1028,5,48,10,1,1650,10000,3
1778160789665,1566,65532,1458,1028,5,47,8,3,1650,10000,3
1778160789725,1567,65532,1458,1028,6,47,10,3,1650,10000,3
1778160789785,1568,65532,1459,1029,7,49,8,3,1650,10000,3
1778160789825,1574,65531,1458,1028,7,49,8,1,1650,10000,3
1778160789905,1576,65531,1461,1027,5,48,12,3,1650,10000,3
1778160789945,1576,65531,1459,1028,6,47,8,1,1650,10000,3
1778160790005,1578,65531,1459,1029,5,48,7,1,1650,10000,3
1778160790065,1579,65529,1459,1027,4,47,8,3,1650,10000,3
1778160790125,1579,65529,1459,1028,7,48,10,3,1650,10000,3
1778160790165,1584,65529,1458,1028,6,47,11,1,1650,10000,3
1778160790245,1584,65532,1458,1027,7,48,8,1,1650,10000,3
1778160790305,1582,65529,1458,1027,7,45,11,3,1650,10000,3
1778160790345,1584,65529,1458,1027,6,45,14,3,1650,10000,3
1778160790405,1582,65529,1458,1027,6,47,8,1,1650,10000,3
1778160790465,1582,65531,1458,1028,7,49,12,3,1650,10000,3
1778160790545,1582,65533,1459,1028,6,48,10,1,1650,10000,3
1778160790605,1584,1258,1459,1027,7,48,8,3,1650,10000,3
1778160790665,1590,1437,1459,1029,6,48,11,3,1650,10000,3
1778160790705,1634,1553,1458,1028,6,48,8,4,1650,10000,3
1778160790765,1828,1747,1459,1028,7,48,10,0,1650,10000,3
1778160790855,2066,1859,1458,1027,5,49,10,4,1650,10000,3
1778160790925,30,1882,1459,1028,6,49,10,11,1650,10000,3
1778160790945,21,1874,1458,1028,9,49,12,9,1650,10000,3
1778160791025,7,1503,1458,1028,5,49,10,5,1650,10000,3
1778160791085,1,1299,1458,1028,7,45,10,4,1650,10000,3
1778160791145,1,1397,1458,1028,5,48,12,5,1650,10000,3
1778160791205,1,1489,1459,1029,6,51,12,4,1650,10000,3
1778160791285,65533,1482,1458,1028,7,51,8,3,1650,10000,3
1778160791305,0,1442,1458,1028,4,49,12,3,1650,10000,3
1778160791365,0,1500,1459,1028,6,48,11,3,1650,10000,3
1778160791425,0,1403,1458,1028,7,49,10,1,1650,10000,3
1778160791505,65534,1390,1456,1029,6,49,11,3,1650,10000,3
1778160791545,0,1430,1456,1028,4,49,11,4,1650,10000,3
1778160791625,65534,1455,1458,1028,6,47,11,4,1650,10000,3
1778160791685,65534,1419,1459,1028,6,48,11,4,1650,10000,3
1778160791745,65534,1473,1458,1028,7,48,8,4,2463,10000,2
1778160791805,65533,2100,1458,1029,6,48,7,1,2460,10000,2
1778160791845,65533,2123,1458,1028,6,47,12,4,2463,300,1
1778160791925,6,2278,1459,1027,7,48,12,4,2463,300,1
1778160791985,8,2321,1459,1029,5,51,8,3,2463,300,1
1778160792045,3,2335,1459,1028,6,48,12,3,2463,300,1
1778160792105,2,2337,1458,1028,7,47,8,1,2463,10000,0
1778160792165,0,2338,1461,1027,6,48,8,0,2463,10000,0
1778160792245,65533,2339,1459,1028,6,47,12,3,2463,10000,0
1778160792265,65533,2338,1458,1028,6,48,8,4,2463,10000,0
1778160792365,65534,2335,1458,1028,9,48,10,1,2463,10000,0
1778160792405,65533,2335,1459,1028,9,48,12,4,2463,10000,0
1778160792465,65533,2339,1458,1028,6,49,10,1,2463,10000,0
1778160792545,65534,2346,1459,1027,7,45,10,3,2463,10000,0
1778160792585,65533,2350,1459,1028,6,51,12,3,2463,10000,0
1778160792625,1769,59,1458,1028,6,48,10,30,2463,10000,0
1778160792705,2254,12,1458,1025,5,47,8,9,2463,10000,0
1778160792725,2196,9,1458,1028,6,51,10,7,2463,10000,0
1778160792805,2124,1,1459,1028,5,48,8,5,2463,10000,0
1778160792845,2158,1,1458,1029,6,48,10,4,2463,10000,0
1778160792905,2211,3,1461,1027,7,48,12,4,2463,10000,0
1778160792985,2037,65535,1459,1028,6,47,12,4,2463,10000,0
1778160793025,2209,0,1458,1028,6,49,8,4,2463,10000,0
1778160793064,2135,0,1458,1029,7,47,8,4,2463,10000,0
1778160793125,2282,65528,1458,1028,7,49,12,0,2463,10000,0
1778160793165,2224,65529,1458,1028,7,47,12,3,2463,10000,0
1778160793245,2340,65529,1459,1028,7,49,12,4,2463,10000,0
1778160793285,2357,65532,1459,1027,5,49,12,1,2463,10000,0
1778160793365,2368,65531,1459,1029,7,48,11,1,2463,10000,0
1778160793425,2371,65531,1458,1028,7,48,12,3,2463,10000,0
1778160793465,2374,65531,1459,1028,7,49,10,3,2463,10000,0
1778160793525,2378,65531,1456,1028,7,48,12,3,2463,10000,0
1778160793585,2380,65531,1459,1028,6,51,12,3,2463,10000,0
1778160793645,2381,65532,1459,1027,7,47,12,3,2463,10000,0
1778160793704,2383,65532,1459,1027,7,47,11,1,2463,10000,0
1778160793765,2383,65531,1459,1027,7,45,11,1,2463,10000,0
1778160793845,2386,65529,1458,1028,5,45,11,4,2463,10000,0
1778160793884,2389,65529,1458,1028,6,49,12,4,2463,10000,0
1778160793925,2389,65531,1458,1027,6,49,8,1,2463,10000,0
1778160794004,2389,65529,1459,1028,6,49,8,3,2463,10000,0
1778160794045,2388,65529,1458,1028,5,49,10,3,2463,10000,0
1778160794125,2388,65532,1458,1028,7,51,11,1,2463,10000,0
1778160794205,2388,65531,1459,1027,6,49,10,1,2463,10000,0
1778160794224,2388,65529,1459,1029,7,48,10,3,2463,10000,0
1778160794305,2389,65531,1458,1027,5,48,12,3,2463,10000,0
1778160794345,2389,65529,1458,1027,7,47,14,1,2463,10000,0
1778160794424,2390,65531,1456,1028,9,47,12,4,2463,10000,0
1778160794444,2390,65531,1456,1027,7,49,8,3,2463,10000,0
1778160794525,2390,65531,1458,1029,5,51,10,0,2463,10000,0
1778160794564,2391,65531,1459,1028,7,48,8,1,2463,10000,0
1778160794644,75,2295,1461,1028,6,49,10,32,2463,10000,0
1778160794664,43,2668,1459,1028,7,48,8,19,2463,10000,0
1778160794745,19,2072,1459,1028,4,49,12,8,2463,10000,0
1778160794784,10,2078,1458,1028,9,47,10,8,2463,10000,0
1778160794865,7,2154,1458,1029,6,48,12,5,2463,10000,0
1778160794904,7,2157,1459,1028,7,47,12,7,2463,10000,0
1778160794984,6,2041,1458,1028,6,48,8,4,2463,10000,0
1778160795004,4,2124,1458,1028,7,51,14,5,2463,10000,0
1778160795084,1,2044,1459,1028,5,49,8,4,2463,10000,0
1778160795124,65532,2254,1458,1028,5,49,12,0,2463,10000,0
1778160795184,65533,2299,1458,1027,6,51,8,1,2463,10000,0
1778160795245,65533,2342,1459,1028,7,48,12,4,2463,10000,0
1778160795324,65533,2364,1458,1028,6,51,10,3,2463,10000,0
1778160795365,65534,2369,1458,1028,7,48,12,4,2463,10000,0
1778160795424,65534,2372,1458,1028,7,48,11,3,2463,10000,0
1778160795484,65534,2371,1458,1028,6,47,8,1,2463,10000,0
1778160795544,65533,2370,1458,1028,6,51,11,4,2463,10000,0
1778160795624,65534,2366,1456,1027,9,48,12,3,2463,10000,0
1778160795685,65534,2363,1458,1028,6,48,12,3,2463,10000,0
1778160795744,65534,2366,1458,1029,6,51,10,3,2463,10000,0
1778160795785,65533,2365,1458,1028,5,49,10,1,2463,10000,0
